Company Name,data_id,type,service_options,Overall Rating,Overall Address,Overall Reviews,parameter,place_id,Review,Engine,Rating,date,User Name,User Friends,User Photos,User Reviews,User Likes,New Detection,Fraud Detection,Fraud Review Detector,SIA NEG,SIA NEU,SIA POS,SIA COMPOUND,twitter NEG,twitter NEU,twitter POS
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,The home automation install was efficient and straight forward.  The roku and internet setup took a little work but was done in a reasonable amount of time and my bills are even lower than expected. I highly recommend Precision Home Pros and their program. Amazing,Google,5.0,4 months ago,James Lynch,,,3,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.054,0.711,0.235,,0.003794998,0.020083364,0.97612166
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Beware!  Bait and switch sales tactics. They claim to save money with internet and streaming services yet they are not affiliated with any of them and ultimately you are buying an over-priced security system with an unbreakable long-term contract.

Do your research and go to the Better Business Bureau (BBB) to see real accounts regarding this company. Many have written about the sales tactics used to rope you into a long-term contract that does not help with bundling other services. It even includes information that PHP is paying customers to leave 5-star Google Reviews.  In addition they lock you into a contract that is very difficult to terminate.

Over-priced equipment and a contract that is nearly impossible to terminated early. Do your research before signing a contract with Precision Home Pros.

My Father thought he was signing a security contract and ended up with a $7,000 loan. In addition, the contract allows for arbitrary annual rate increase and is written so that you must complete the terms of the contract or pay a huge penalty to break the contract early.
Do your research on PHP President, Christian Bolding and allegations about his business ethics.",Google,1.0,a month ago,Chad Nelson,,,17,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.053,0.869,0.078,,0.7784025,0.20069842,0.020899035
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Precision Home Pros owner Chris called me to follow up on a camera issue. As a result, Jamaun came to install a new replacement camera within a half hour!  Chris and all employees, including Andrew, Eric and Jamaun, demonstrate geniune concern for customer satisfaction and strive to exceed our expectations! I do not know of any other company whose owner personally shows this concern and creates this culture with his employees. Kudos to Chris and Precision Home Pros!",Google,5.0,2 months ago,David Linzey,,,5,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.884,0.116,,0.011248151,0.099142015,0.8896098
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was a very honest gentlemen about the program. He went over the pricing and gave me a better value and I love the home automation system. Thank you - Brenda,Google,5.0,2 months ago,Brenda Pippens,,,4,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.585,0.415,,0.0023827069,0.015060894,0.98255646
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was professional his presentation on point ! And needed ! The service we needed! We are customers that appreciate good hard working people that will provide service that is needed! Thank you,Google,5.0,3 months ago,Shera Henderson,,,4,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.037,0.717,0.246,,0.0022181643,0.018749483,0.9790324
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Total scam .  They could not produce even half of what they promised . Yet they still want paid for services they couldn't provide.  Yo the point they are trying to sue  me.,Google,1.0,a month ago,Mark “Handyman” Bostick,,,80,0.0,OR,App is Fraud,The review entered is Legitimate.,0.104,0.789,0.107,,0.93327284,0.0613401,0.0053871106
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Great experience with Eric!  Extremely patient with me in explaining all aspects of the program.  Was super transparent with billing details.,Google,5.0,5 months ago,Penny Burleson,,,3,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.696,0.304,,0.0020472612,0.020026859,0.9779259
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"I've had a series of extremely disappointing experiences with this company, and I feel it's important to share my perspective. My interactions left me feeling misled and undervalued. While I had hoped for a straightforward and positive experience, it unfortunately did not turn out that way.

From my understanding, the terms of service weren't as clear as I expected. Despite assurances regarding the interest rates and service functionality, my experience did not align with those expectations. The services, including the security system and doorbell, did not meet the level of quality I was led to believe I'd receive. This discrepancy between what was promised and what was delivered has led me to advise others to proceed with caution.

It's come to my attention that there might be varying experiences out there, with some individuals having different interactions with this company. In my case, the decision by the loan provider to cease their partnership with this vendor was an eye-opener.

While I've noticed a number of positive reviews, my experiences lead me to wonder about their origins. This is purely my personal skepticism, and I encourage everyone to conduct their own thorough research.

Given what I've gone through, my suggestion to anyone considering this company's services is to document all interactions for your own protection. It's something I wish I had done more diligently. Based on my personal journey, I'm hesitant to recommend this company, but I believe in the importance of making informed decisions based on a wide range of information and sources. I'd recommend looking at the recent conversations on their Facebook page to begin your research.",Google,1.0,8 months ago,Redacted,,,1,3.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.037,0.856,0.107,,0.6943311,0.26401943,0.041649476
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew did a great job explaining the Starlink connection, security systems and the phone service. He saved us tons of money monthly. I recommend him for all your home technology.",Google,5.0,7 months ago,Donald Pick,,,3,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.67,0.33,,0.002692317,0.020283574,0.97702414
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"These guys were great, they gave us a way better value and saved us a pretty penny. We’re so happy to have met the representative.",Google,5.0,6 months ago,Darla Gilcrease,,,1,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.458,0.542,,0.0014897067,0.0061941734,0.9923161
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew is an amazing representative of the company. Real respectful and kind. Very informative and easy to understand. We like him a lot, and enjoyed him visiting us. We thank him for helping us with all our issues.",Google,5.0,9 months ago,Judy Barron,,,2,0.0,OR,App is Not Fraud,The review entered is Fraudulent.,0.0,0.549,0.451,,0.0015193191,0.0085354075,0.98994523
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,This company has taken care of me and my family. Eric set us up with a nice package including a smart home security system. He explained all the fine print of the program and pricing was correct. This is a trustworthy company!,Google,5.0,9 months ago,jean havener,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.663,0.337,,0.002450504,0.022625322,0.97492415
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Eric was extremely easy to work. Very king, patient and thorough.",Google,5.0,2 weeks ago,Brenda Marsh,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.758,0.242,,0.0050514326,0.051704258,0.9432443
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was very informative and very nice. His professionalism speaks volumes about the company and he worked very hard to get me set up. I’m very pleased with the value added through this program.,Google,5.0,9 months ago,Peggy Pratt,,,1,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.042,0.743,0.215,,0.0015624649,0.010060602,0.9883769
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very polite! He saved me a good amount of savings! Everything was very clear! I do recommend Eric and this company for service! Thank you precision home pro!,Google,5.0,8 months ago,Chansineth Kry,,,3,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.601,0.399,,0.0019912377,0.010515541,0.9874933
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric set me up with a nice package including an automation system! He explained all the pricing and he was a nice guy! Plus he was on time and save me some money! - Ray Davis,Google,5.0,7 months ago,Ray Davis,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.756,0.244,,0.0020754654,0.016997274,0.9809272
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Andrew was very helpful and informative. We’re very pleased with the savings,Google,5.0,3 months ago,Kathy Collins,,,3,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.614,0.386,,0.0012238397,0.011712369,0.98706377
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very professional about his sales presentation! I'm now saving money on my cable and internet also cell phone services and getting an extra service which is the home security system!!  I love that it comes as a package deal and cheaper then what I was currently paying! I highly recommend doing business with this company and Eric was very upfront and honest about the fine print,Google,5.0,a year ago,David Olson,,,1,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.787,0.213,,0.0029344598,0.011311856,0.98575366
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric is very professional and very knowledgeable about his product. His personality is one that is good when dealing with people. I would highly recommend him to my friends.,Google,5.0,8 months ago,Phillip Zendejas,,,1,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.0,0.74,0.26,,0.0016970171,0.020830406,0.97747254
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,Eric was very friendly and easy to work with.He was very transparent and explained the sales presentation and answered all our questions. Great customer service. We were very happy to work with him. ALL THE PRICES WERE TRUE AND THE SECURITY AGREEMENT WAS EXPLAINED CORRECTLY INCLUDING FINE PRINT!!,Google,5.0,a year ago,Elda Leyva,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.584,0.416,,0.0015967067,0.0108472975,0.98755604
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,These guys are the answers to our problems with internet. Starlink internet is MUCH better than our hotspot. The home automation package is such a great value.,Google,5.0,6 months ago,Barbara Charba,,,1,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.079,0.645,0.276,,0.005265849,0.02449697,0.97023726
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,They saved us a good amount of money per month AND included an alarm system. Were also very excited about Starlink internet.,Google,5.0,7 months ago,Jimmy Spiars,,,54,0.0,CG,App is Not Fraud,The review entered is Legitimate.,0.086,0.612,0.302,,0.0016899063,0.016342336,0.98196775
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Andrew with Precision Home Pros helped us save over $100 on our DIRECTV, internet and wireless services plus we got more services for our money.  Andrew was great and explained everything so that you understand the services you are getting. Highly recommend Precision Home Pros.",Google,5.0,9 months ago,REBECCA,,,3,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.806,0.194,,0.0015583714,0.0138276005,0.984614
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,"Wow! Andrew found me in a local Walmart and saved me a bunch of money. I am so happy I did not turn him away that day. Andrew was so professional and very knowledgeable of the Precision Home Pros products and services. He is definitely an asset to his company. So, thank you Andrew for the huge savings.",Google,5.0,a year ago,Betty Beemon,,,5,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.682,0.318,,0.0014082941,0.007816108,0.99077564
Precision Home Pros Austin TX,0x8644d31c9cad1b55:0xa326773a55664a38,"['Home improvement store', 'Audio visual equipment supplier', 'Electric generator shop', 'Home automation company', 'Solar energy equipment supplier', 'Water filter supplier']",,4.8,"205 W Louisiana St STE 103, McKinney, TX 75069",230,Precision Home Pros Austin TX,,I got a great deal on my cable and cellphone rates.  They gave me DirecTV Stream on all of my TVs and included HBO.  The security system works great and they didn't even charge me for installation. Very excited.,Google,5.0,a year ago,Cathy Miears,,,60,0.0,OR,App is Not Fraud,The review entered is Legitimate.,0.0,0.713,0.287,,0.0016589415,0.0073917685,0.99094933
